kdk@speech	kdk@	00:00:56.780	56.78	00:00:57.190	57.19	00:00:00.410	0.41	м-м..
kdk@speech	kdk@	00:01:00.000	60.0	00:01:01.070	61.07	00:00:01.070	1.07	нет, это все в жизни
kdk@acc	kdk@	00:00:08.710	8.71	00:00:09.210	9.21	00:00:00.500	0.5	нет
kdk@acc	kdk@	00:00:13.715	13.715	00:00:14.195	14.195	00:00:00.480	0.48	м м..
kdk@acc	kdk@	00:00:16.510	16.51	00:00:20.160	20.16	00:00:03.650	3.65	ты вообще' пото'м бу'дешь до'лго бомби'ть, когда' узна'ешь отве'т
kdk@acc	kdk@	00:00:21.700	21.7	00:00:23.980	23.98	00:00:02.280	2.28	про'сто ты так го'лову так лома'ешь сейча'с
kdk@acc	kdk@	00:00:24.190	24.19	00:00:26.550	26.55	00:00:02.360	2.36	а там.. ну я бы не догада'лась сама'
kdk@acc	kdk@	00:00:27.220	27.22	00:00:28.400	28.4	00:00:01.180	1.18	я про'сто зна'ю отве'т
kdk@acc	kdk@	00:00:34.680	34.68	00:00:35.120	35.12	00:00:00.440	0.44	угу'
kdk@acc	kdk@	00:00:40.580	40.58	00:00:41.570	41.57	00:00:00.990	0.99	легко' и про'сто
kdk@acc	kdk@	00:00:42.310	42.31	00:00:44.310	44.31	00:00:02.000	2.0	сейча'с еще' три'дцать секу'нд и я скаж.
kdk@acc	kdk@	00:00:47.730	47.73	00:00:48.100	48.1	00:00:00.370	0.37	нет
kdk@acc	kdk@	00:00:56.780	56.78	00:00:57.190	57.19	00:00:00.410	0.41	м-м..
kdk@acc	kdk@	00:01:00.000	60.0	00:01:01.070	61.07	00:00:01.070	1.07	нет, э'то все' в жи'зни
kdk@utype	kdk@	00:00:08.710	8.71	00:00:09.210	9.21	00:00:00.500	0.5	other
kdk@utype	kdk@	00:00:13.715	13.715	00:00:14.195	14.195	00:00:00.480	0.48	other
kdk@utype	kdk@	00:00:16.510	16.51	00:00:20.160	20.16	00:00:03.650	3.65	narrative
kdk@utype	kdk@	00:00:21.700	21.7	00:00:23.980	23.98	00:00:02.280	2.28	narrative
kdk@utype	kdk@	00:00:24.190	24.19	00:00:26.550	26.55	00:00:02.360	2.36	narrative
kdk@utype	kdk@	00:00:27.220	27.22	00:00:28.400	28.4	00:00:01.180	1.18	narrative
kdk@utype	kdk@	00:00:34.680	34.68	00:00:35.120	35.12	00:00:00.440	0.44	other
kdk@utype	kdk@	00:00:40.580	40.58	00:00:41.570	41.57	00:00:00.990	0.99	narrative
kdk@utype	kdk@	00:00:42.310	42.31	00:00:44.310	44.31	00:00:02.000	2.0	interrupted
kdk@utype	kdk@	00:00:47.730	47.73	00:00:48.100	48.1	00:00:00.370	0.37	other
kdk@utype	kdk@	00:00:56.780	56.78	00:00:57.190	57.19	00:00:00.410	0.41	other
kdk@utype	kdk@	00:01:00.000	60.0	00:01:01.070	61.07	00:00:01.070	1.07	narrative
